t,plant,axis,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,teq_since_primordium
2330,1,MS,True,0.01284252,10.43030303,0.04205001,1,3025.74375952,3025.74375952,1.12689356,11,0.00333646,reproductive,524.39474157,3227722.13929659
2331,1,MS,True,0.01290765,10.43030303,0.03601531,1,3025.74375952,3025.74375952,1.12988846,11,0.00347745,reproductive,524.81498376,3230747.88305611
2332,1,MS,True,0.01297308,10.33939394,0.02785587,1,2995.11704955,2995.11704955,1.13286442,11,0.00361844,reproductive,525.23097224,3233743.00010566
2333,1,MS,True,0.01303813,10.21212121,0.01700189,1,2952.70385005,2952.70385005,1.13580819,11,0.00375800,reproductive,525.64106999,3236695.70395571
2334,1,MS,True,0.01310254,10.10606061,0.00569556,1,2917.76993342,2917.76993342,1.13872525,11,0.00389558,reproductive,526.04631582,3239613.47388913
2335,1,MS,True,0.01316647,9.98787879,0.00159826,1,2879.27924638,2879.27924638,1.14154869,11,0.00403154,reproductive,526.44621571,3242492.75313551
2336,1,MS,True,0.01322983,9.96969697,0.00119180,1,2873.39811559,2873.39811559,1.14443013,11,0.00416570,reproductive,526.84529878,3245366.15125110
2337,1,MS,True,0.01329332,9.96666667,0.00105337,1,2872.41897378,2872.41897378,1.14731392,11,0.00429959,reproductive,527.24424586,3248238.57022488
2338,1,MS,True,0.01335707,9.93636364,0.00103549,1,2862.64398129,2862.64398129,1.15019052,11,0.00443343,reproductive,527.64183531,3251101.21420617
2339,1,MS,True,0.01342086,9.92121212,0.00092398,1,2857.76767097,2857.76767097,1.15306517,11,0.00456682,reproductive,528.03874748,3253958.98187714
2340,1,MS,True,0.01348482,9.93333333,0.00061436,1,2861.66812316,2861.66812316,1.15594674,11,0.00469998,reproductive,528.43620139,3256820.65000029
2341,1,MS,True,0.01354913,9.96060606,0.00050276,1,2870.46158666,2870.46158666,1.15883995,11,0.00483332,reproductive,528.83487661,3259691.11158696
2342,1,MS,True,0.01361391,10.00000000,0.00049729,1,2883.20598615,2883.20598615,1.16174870,11,0.00496707,reproductive,529.23532189,3262574.31757311
2343,1,MS,True,0.01367925,10.06363636,0.00144673,1,2903.90012049,2903.90012049,1.16468106,11,0.00510142,reproductive,529.63864135,3265478.21769360
2344,1,MS,True,0.01374533,10.17272727,0.00207320,1,2939.68501952,2939.68501952,1.16765246,11,0.00523673,reproductive,530.04693093,3268417.90271313
2345,1,MS,True,0.01381252,10.29090909,0.00197007,1,2978.89599974,2978.89599974,1.17066592,11,0.00537371,reproductive,530.46066649,3271396.79871286
2346,1,MS,True,0.01388089,10.42424242,0.00218610,1,3023.69333682,3023.69333682,1.17372717,11,0.00551251,reproductive,530.88062390,3274420.49204968
2347,1,MS,True,0.01395060,10.55454545,0.00315129,1,3068.05083850,3068.05083850,1.17732175,11,0.00565340,reproductive,531.30674207,3277488.54288818
2348,1,MS,True,0.01402164,10.68787879,0.00559422,1,3114.03730308,3114.03730308,1.18088165,11,0.00579636,reproductive,531.73924725,3280602.58019126
2349,1,MS,True,0.01409407,10.76969697,0.00589196,1,3142.55788364,3142.55788364,1.18455117,11,0.00594147,reproductive,532.17571362,3283745.13807490
2350,1,MS,True,0.01416749,10.76363636,0.00644538,1,3140.43734121,3140.43734121,1.18816762,11,0.00608790,reproductive,532.61188547,3286885.57541610
2351,1,MS,True,0.01424119,10.76060606,0.01674165,1,3139.37754686,3139.37754686,1.19179807,11,0.00623423,reproductive,533.04791013,3290024.95296297
2352,1,MS,True,0.01431521,10.70909091,0.01465734,1,3121.40942034,3121.40942034,1.19542563,11,0.00638051,reproductive,533.48143922,3293146.36238331
2353,1,MS,True,0.01438913,10.62424242,0.01359214,1,3092.01348218,3092.01348218,1.19903710,11,0.00652596,reproductive,533.91088554,3296238.37586549
2354,1,MS,True,0.01446268,10.50606061,0.01129100,1,3051.47859907,3051.47859907,1.20261876,11,0.00667003,reproductive,534.33470201,3299289.85446456
2355,1,MS,True,0.01453558,10.36363636,0.00575832,1,3003.25705431,3003.25705431,1.20616056,11,0.00681222,reproductive,534.75182104,3302293.11151887
2356,1,MS,True,0.01460765,10.19696970,0.00230364,1,2947.69052922,2947.69052922,1.20965106,11,0.00695216,reproductive,535.16122251,3305240.80204809
2357,1,MS,True,0.01467868,10.02727273,0.00110632,1,2892.05868588,2892.05868588,1.21308811,11,0.00708951,reproductive,535.56289732,3308132.86073397
2358,1,MS,True,0.01474866,9.83030303,0.00073408,1,2828.66586730,2828.66586730,1.21646098,11,0.00722427,reproductive,535.95576758,3310961.52660127
2359,1,MS,True,0.01481739,9.65757576,0.00040452,1,2774.10424279,2774.10424279,1.21977965,11,0.00735607,reproductive,536.34105984,3313735.63084406
2360,1,MS,True,0.01488506,9.54545455,0.00032201,1,2739.19533839,2739.19533839,1.22306688,11,0.00748533,reproductive,536.72150364,3316474.82618245
2361,1,MS,True,0.01495214,9.46969697,0.00023872,1,2715.83264220,2715.83264220,1.22633576,11,0.00761297,reproductive,537.09870261,3319190.65882466
2362,1,MS,True,0.01501890,9.40606061,0.00023604,1,2696.34690616,2696.34690616,1.22959035,11,0.00773952,reproductive,537.47319524,3321887.00573081
2363,1,MS,True,0.01508544,9.33636364,0.00023822,1,2675.15012614,2675.15012614,1.23277515,11,0.00786516,reproductive,537.84474387,3324562.15585695
2364,1,MS,True,0.01515170,9.29090909,0.00022541,1,2661.40727574,2661.40727574,1.23600421,11,0.00798981,reproductive,538.21438377,3327223.56313270
2365,1,MS,True,0.01521788,9.30909091,0.00021855,1,2666.89674920,2666.89674920,1.23924873,11,0.00811382,reproductive,538.58478609,3329890.45988190
2366,1,MS,True,0.01528443,9.37272727,0.00021638,1,2686.19048533,2686.19048533,1.24249056,11,0.00823808,reproductive,538.95786811,3332576.65036723
2367,1,MS,True,0.01535172,9.43636364,0.00021685,1,2705.61005347,2705.61005347,1.24580144,11,0.00836325,reproductive,539.33364728,3335282.26042070
2368,1,MS,True,0.01541976,9.47575758,0.00040980,1,2717.69503004,2717.69503004,1.24913552,11,0.00848932,reproductive,539.71110492,3337999.95545075
2369,1,MS,True,0.01548835,9.46363636,0.00033777,1,2713.97140455,2713.97140455,1.25247311,11,0.00861595,reproductive,540.08804540,3340713.92685529
2370,1,MS,True,0.01555711,9.45757576,0.00033408,1,2712.11131652,2712.11131652,1.25581679,11,0.00874241,reproductive,540.46472752,3343426.03817182
2371,1,MS,True,0.01562609,9.49393939,0.00125654,1,2723.28910019,2723.28910019,1.25918286,11,0.00886879,reproductive,540.84296212,3346149.32727200
2372,1,MS,True,0.01569561,9.50606061,0.00257019,1,2727.02424133,2727.02424133,1.26256297,11,0.00899568,reproductive,541.22171549,3348876.35151333
2373,1,MS,True,0.01576549,9.52424242,0.00343764,1,2732.63560568,2732.63560568,1.26596147,11,0.00912275,reproductive,541.60124821,3351608.98711901
2374,1,MS,True,0.01583577,9.50909091,0.00588315,1,2727.95874738,2727.95874738,1.26936662,11,0.00925008,reproductive,541.98013137,3354336.94586639
2375,1,MS,True,0.01590621,9.42424242,0.00348733,1,2701.90135699,2701.90135699,1.27275331,11,0.00937719,reproductive,542.35539545,3357038.84722338
2376,1,MS,True,0.01597623,9.28181818,0.01519501,1,2658.66636677,2658.66636677,1.27609865,11,0.00950309,reproductive,542.72465467,3359697.51359015
2377,1,MS,True,0.01604538,9.11818182,0.02028415,1,2609.76413581,2609.76413581,1.27939993,11,0.00962697,reproductive,543.08712191,3362307.27772596
2378,1,MS,True,0.01611351,8.90909091,0.02005351,1,2548.94378463,2548.94378463,1.28264320,11,0.00974858,reproductive,543.44114188,3364856.22151059
2379,1,MS,True,0.01618029,8.66969697,0.01168704,1,2480.45175787,2480.45175787,1.28581796,11,0.00986735,reproductive,543.78564907,3367336.67326846
2380,1,MS,True,0.01624550,8.39090909,0.01677422,1,2400.68889108,2400.68889108,1.28896400,11,0.00998293,reproductive,544.11907808,3369737.36215954
2381,1,MS,True,0.01630883,8.10909091,0.01265683,1,2320.05903662,2320.05903662,1.29196286,11,0.01009479,reproductive,544.44130850,3372057.42119616
2382,1,MS,True,0.01637022,7.85757576,0.00487863,1,2248.09905917,2248.09905917,1.29488209,11,0.01020290,reproductive,544.75354448,3374305.52025533
2383,1,MS,True,0.01642990,7.60909091,0.00141874,1,2177.00606911,2177.00606911,1.29771902,11,0.01030765,reproductive,545.05590643,3376482.52632445
2384,1,MS,True,0.01648787,7.36363636,0.00156506,1,2106.78006701,2106.78006701,1.30047199,11,0.01040909,reproductive,545.34851478,3378589.30639146
2385,1,MS,True,0.01654413,7.09090909,0.00122220,1,2028.75117557,2028.75117557,1.30312926,11,0.01050726,reproductive,545.63028577,3380618.05756703
2386,1,MS,True,0.01659845,6.82727273,0.00081159,1,1953.32324714,1953.32324714,1.30569346,11,0.01060179,reproductive,545.90158067,3382571.38081417
2387,1,MS,True,0.01665091,6.57272727,0.00052354,1,1880.49628202,1880.49628202,1.30816717,11,0.01069280,reproductive,546.16276071,3384451.87709619
2388,1,MS,True,0.01670153,6.36363636,0.00042846,1,1820.67413200,1820.67413200,1.31066474,11,0.01078043,reproductive,546.41563212,3386272.55122819
2389,1,MS,True,0.01675067,6.25757576,0.00033147,1,1790.32956315,1790.32956315,1.31302713,11,0.01086526,reproductive,546.66428900,3388062.88079134
2390,1,MS,True,0.01679911,6.22424242,0.00031685,1,1780.79269846,1780.79269846,1.31538081,11,0.01094869,reproductive,546.91162132,3389843.67348980
2391,1,MS,True,0.01684741,6.22727273,0.00026831,1,1781.65968613,1781.65968613,1.31773923,11,0.01103166,reproductive,547.15907405,3391625.33317594
2392,1,MS,True,0.01689585,6.27272727,0.00020754,1,1794.66450152,1794.66450152,1.32011845,11,0.01111468,reproductive,547.40833301,3393419.99767746
2393,1,MS,True,0.01694475,6.34242424,0.00016863,1,1814.60521800,1814.60521800,1.32252761,11,0.01119831,reproductive,547.66036151,3395234.60289546
2394,1,MS,True,0.01699432,6.41818182,0.00020193,1,1836.27991012,1836.27991012,1.32496894,11,0.01128286,reproductive,547.91540039,3397070.88280557
2395,1,MS,True,0.01704461,6.52727273,0.00171606,1,1867.49146664,1867.49146664,1.32745555,11,0.01136842,reproductive,548.17477420,3398938.37427221
2396,1,MS,True,0.01709588,6.66969697,0.01080658,1,1908.23988785,1908.23988785,1.33000155,11,0.01145544,reproductive,548.43980752,3400846.61416006
2397,1,MS,True,0.01714840,6.74848485,0.02298621,1,1930.78156735,1930.78156735,1.33258577,11,0.01154436,reproductive,548.70797163,3402777.39572742
2398,1,MS,True,0.01720168,6.81818182,0.03034415,1,1950.72228412,1950.72228412,1.33520843,11,0.01163432,reproductive,548.97890528,3404728.11801154
2399,1,MS,True,0.01725564,6.83939394,0.04134987,1,1956.79119783,1956.79119783,1.33785270,11,0.01172522,reproductive,549.25068183,3406684.90920937
2400,1,MS,True,0.01730992,6.81818182,0.04385571,1,1950.72228412,1950.72228412,1.34050379,11,0.01181640,reproductive,549.52161549,3408635.63149349
2401,1,MS,True,0.01736416,6.81818182,0.02027508,1,1950.72228412,1950.72228412,1.34316991,11,0.01190729,reproductive,549.79254914,3410586.35377762
2402,1,MS,True,0.01741855,6.75454545,0.02474810,1,1932.51554299,1932.51554299,1.34582250,11,0.01199819,reproductive,550.06095407,3412518.86932060
2403,1,MS,True,0.01747257,6.63030303,0.03211949,1,1896.96904781,1896.96904781,1.34839262,11,0.01208824,reproductive,550.32442200,3414415.83836842
2404,1,MS,True,0.01752574,6.46060606,0.01693570,1,1848.41773783,1848.41773783,1.35095006,11,0.01217663,reproductive,550.58114668,3416264.25610624
2405,1,MS,True,0.01757767,6.32727273,0.01296619,1,1810.27027964,1810.27027964,1.35346359,11,0.01226276,reproductive,550.83257311,3418074.52638588
2406,1,MS,True,0.01762865,6.15454546,0.00674712,1,1760.85198198,1760.85198198,1.35591575,11,0.01234711,reproductive,551.07713588,3419835.37836786
2407,1,MS,True,0.01767836,6.00000000,0.00245268,1,1716.63561007,1716.63561007,1.35831241,11,0.01242916,reproductive,551.31555750,3421552.01397793
2408,1,MS,True,0.01772693,5.83636364,0.00261127,1,1669.81827515,1669.81827515,1.36064815,11,0.01250915,reproductive,551.54747670,3423221.83225308
2409,1,MS,True,0.01777428,5.71818182,0.00235362,1,1636.00575561,1636.00575561,1.36294090,11,0.01258695,reproductive,551.77469972,3424857.83800869
2410,1,MS,True,0.01782078,5.56969697,0.00154011,1,1593.52335934,1593.52335934,1.36517770,11,0.01266318,reproductive,551.99602241,3426451.36136802
2411,1,MS,True,0.01786617,5.43333333,0.00134562,1,1554.50891347,1554.50891347,1.36736332,11,0.01273744,reproductive,552.21192643,3428005.87028150
2412,1,MS,True,0.01791053,5.35151515,0.00127856,1,1531.10024630,1531.10024630,1.36951966,11,0.01280987,reproductive,552.42457924,3429536.97052779
2413,1,MS,True,0.01795432,5.40909091,0.00100628,1,1547.57301209,1547.57301209,1.37170319,11,0.01288121,reproductive,552.63951994,3431084.54353988
2414,1,MS,True,0.01799866,5.56666667,0.00083419,1,1592.65637166,1592.65637166,1.37395427,11,0.01295332,reproductive,552.86072221,3432677.19991154
2415,1,MS,True,0.01804440,5.78787879,0.00061426,1,1655.94647238,1655.94647238,1.37629876,11,0.01302754,reproductive,553.09071478,3434333.14638392
2416,1,MS,True,0.01809205,6.06363636,0.00037864,1,1734.84235150,1734.84235150,1.37875926,11,0.01310470,reproductive,553.33166510,3436067.98873541
2417,1,MS,True,0.01814208,6.37272727,0.00032727,1,1823.27509502,1823.27509502,1.38098779,11,0.01350731,reproductive,553.58489775,3437891.26383043
2418,1,MS,True,0.01819478,6.74242424,0.00035556,1,1929.04759201,1929.04759201,1.38338960,11,0.01393049,reproductive,553.85282103,3439820.31142244
2419,1,MS,True,0.01825068,7.09090909,0.00276442,1,2028.75117557,2028.75117557,1.38591835,11,0.01437827,reproductive,554.13459203,3441849.06259801
2420,1,MS,True,0.01830962,7.43030303,0.01014039,1,2125.85379582,2125.85379582,1.38857361,11,0.01484926,reproductive,554.42984950,3443974.91639383
2421,1,MS,True,0.01837154,7.75757576,0.02398906,1,2219.48846567,2219.48846567,1.39135390,11,0.01534285,reproductive,554.73811179,3446194.40485950
2422,1,MS,True,0.01843637,7.95454545,0.03542470,1,2275.84266500,2275.84266500,1.39420938,11,0.01585826,reproductive,555.05420105,3448470.24752450
2423,1,MS,True,0.01850305,8.03333333,0.04394266,1,2298.38434450,2298.38434450,1.39710063,11,0.01638684,reproductive,555.37342109,3450768.63186900
2424,1,MS,True,0.01857058,8.07575758,0.04938409,1,2310.52217221,2310.52217221,1.40002039,11,0.01692073,reproductive,555.69432695,3453079.15404122
2425,1,MS,True,0.01863867,8.04242424,0.05170214,1,2300.98530752,2300.98530752,1.40293930,11,0.01745753,reproductive,556.01390824,3455380.13934874
2426,1,MS,True,0.01870668,7.87575758,0.03116263,1,2253.30098521,2253.30098521,1.40580493,11,0.01799220,reproductive,556.32686671,3457633.44033395
2427,1,MS,True,0.01877348,7.76060606,0.03331856,1,2220.35545334,2220.35545334,1.40864435,11,0.01851587,reproductive,556.63524941,3459853.79578729
2428,1,MS,True,0.01883950,7.63636364,0.02584281,1,2184.80895817,2184.80895817,1.41152344,11,0.01903198,reproductive,556.93869510,3462038.60474546
2429,1,MS,True,0.01890464,7.43939394,0.01865680,1,2128.45475884,2128.45475884,1.41426073,11,0.01953990,reproductive,557.23431382,3464167.05950431
2430,1,MS,True,0.01896827,7.27575758,0.00800057,1,2081.63742420,2081.63742420,1.41694870,11,0.02003480,reproductive,557.52343013,3466248.69692851
2431,1,MS,True,0.01903068,7.13030303,0.00402725,1,2040.02201532,2040.02201532,1.41959143,11,0.02051890,reproductive,557.80676652,3468288.71894383
2432,1,MS,True,0.01909200,6.99393939,0.00347647,1,2001.00756974,2001.00756974,1.42219043,11,0.02099339,reproductive,558.08468424,3470289.72651357
2433,1,MS,True,0.01915230,6.88484849,0.00156629,1,1969.79601322,1969.79601322,1.42475636,11,0.02145889,reproductive,558.35826702,3472259.52252679
2434,1,MS,True,0.01921181,6.77878788,0.00255112,1,1939.45144437,1939.45144437,1.42728874,11,0.02191719,reproductive,558.62763527,3474198.97397116
2435,1,MS,True,0.01927055,6.69393939,0.00293815,1,1915.17578924,1915.17578924,1.42979618,11,0.02236851,reproductive,558.89363191,3476114.14976039
2436,1,MS,True,0.01932870,6.73030303,0.00248693,1,1925.57964131,1925.57964131,1.43232963,11,0.02281425,reproductive,559.16107353,3478039.72940171
2437,1,MS,True,0.01938731,6.88787879,0.00227809,1,1970.66300089,1970.66300089,1.43493496,11,0.02326248,reproductive,559.43477672,3480010.39240260
2438,1,MS,True,0.01944744,7.09393939,0.00258167,1,2029.61816324,2029.61816324,1.43762677,11,0.02372128,reproductive,559.71666813,3482040.01056584
2439,1,MS,True,0.01950952,7.35757576,0.00235407,1,2105.04609167,2105.04609167,1.44042785,11,0.02419388,reproductive,560.00903565,3484145.05665750
2440,1,MS,True,0.01957408,7.64848485,0.00195011,1,2188.27690886,2188.27690886,1.44346078,11,0.02468414,reproductive,560.31296300,3486333.33356637
2441,1,MS,True,0.01964137,8.02727273,0.00167875,1,2296.65036916,2296.65036916,1.44653096,11,0.02519387,reproductive,560.63194221,3488629.98393553
2442,1,MS,True,0.01971219,8.44242424,0.00182465,1,2415.42768153,2415.42768153,1.44976786,11,0.02572895,reproductive,560.96741828,3491045.41161705
2443,1,MS,True,0.01978689,8.83636364,0.00634525,1,2528.13608019,2528.13608019,1.45316129,11,0.02629182,reproductive,561.31854829,3493573.54769724
2444,1,MS,True,0.01986533,9.24242424,0.01554298,1,2646.81852942,2646.81852942,1.45672385,11,0.02688110,reproductive,561.68616198,3496220.36622665
2445,1,MS,True,0.01994771,9.59393939,0.02786563,1,2754.24227791,2754.24227791,1.46044014,11,0.02749818,reproductive,562.06869563,3498974.60850456
2446,1,MS,True,0.02003372,9.83939394,0.04012596,1,2831.56403858,2831.56403858,1.46426921,11,0.02814048,reproductive,562.46196841,3501806.17254315
2447,1,MS,True,0.02012245,9.97575758,0.04876020,1,2875.35729607,2875.35729607,1.46816739,11,0.02880099,reproductive,562.86132359,3504681.52983922
2448,1,MS,True,0.02021288,10.03939394,0.05378146,1,2896.00102114,2896.00102114,1.47210649,11,0.02947191,reproductive,563.26354595,3507577.53086035
2449,1,MS,True,0.02030428,10.05757576,0.05649172,1,2901.92354230,2901.92354230,1.47619776,11,0.03014786,reproductive,563.66659089,3510479.45440265
2450,1,MS,True,0.02039620,10.03939394,0.04538845,1,2896.00102114,2896.00102114,1.48015184,11,0.03082541,reproductive,564.06881325,3513375.45542379
2451,1,MS,True,0.02048826,9.98484849,0.02273616,1,2878.29830996,2878.29830996,1.48409377,11,0.03150179,reproductive,564.46857691,3516253.75373375
2452,1,MS,True,0.02058008,9.94545455,0.01301302,1,2865.57334500,2865.57334500,1.48803168,11,0.03217427,reproductive,564.86657321,3519119.32707875
2453,1,MS,True,0.02067182,9.90303030,0.00995783,1,2851.92592616,2851.92592616,1.49196149,11,0.03284402,reproductive,565.26267403,3521971.25300491
2454,1,MS,True,0.02076345,9.81818182,0.00464276,1,2824.80577927,2824.80577927,1.49586143,11,0.03351081,reproductive,565.65500816,3524796.05878418
2455,1,MS,True,0.02085452,9.73636364,0.00252834,1,2798.87362446,2798.87362446,1.49973486,11,0.03417151,reproductive,566.04374061,3527594.93240864
2456,1,MS,True,0.02094506,9.70606061,0.00182769,1,2789.32351554,2789.32351554,1.50360669,11,0.03482640,reproductive,566.43114666,3530384.25592418
2457,1,MS,True,0.02103561,9.69090909,0.00158701,1,2784.55945042,2784.55945042,1.50748119,11,0.03547931,reproductive,566.81789102,3533168.81537460
2458,1,MS,True,0.02112631,9.71212121,0.00135552,1,2791.23119165,2791.23119165,1.51131560,11,0.03613137,reproductive,567.20556202,3535960.04656625
